,serviceCharge,heatingType,newlyConst,balcony,picturecount,totalRent,yearConstructed,noParkSpaces,firingTypes,hasKitchen,cellar,yearConstructedRange,baseRent,livingSpace,condition,interiorQual,petsAllowed,lift,typeOfFlat,geo_plz,noRooms,thermalChar,floor,numberOfFloors,noRoomsRange,garden,regio3,facilities,heatingCosts,energyEfficiencyClass,lastRefurbish
128455,500.0,central_heating,False,True,11,4000.0,2017.0,2.0,natural_gas_light,False,True,9.0,3500.0,166.0,mint_condition,luxury,no,True,apartment,50996,4.0,,1.0,2.0,4,False,Rodenkirchen,"Panoramakamin im Wohnzimmer; 3-fach Verglasung mit Wärme/Schallschutz und Sicherheitsglas. Elektrisch gesteuerter WAREMA-Sonnenschutz an den Südfenstern; Fußbodenheizung; Moderne Parkettböden; Wände und Decken glatt gespachtelt, mit Malervlies beklebt und gestrichen; Hochwertige Fliesen in den Bädern und Toiletten; Sanitärausstattung von führenden Herstellern. Große Terrassenflächen mit Natursteinbelag; Aufzug; Video-Türsprechanlage; Alarmanlage, Netzwerkverkabelung, Objekteigene Tiefgarage; Kellerraum",,,2017.0
128679,300.0,central_heating,False,True,9,1770.0,1920.0,2.0,oil,True,True,1.0,1470.0,140.0,well_kept,sophisticated,negotiable,False,apartment,50999,2.0,97.1,1.0,,2,True,Weiß,"✓  separater Eingang
✓  Parkettboden
✓  Einbauküche

✓ Gäste WC
✓ Badezimmer mit Dusche und Badewanne

✓  großer Garten
✓  Wintergarten 
✓  Terrasse 
✓  2 Stellplätze im Freien",,D,
128749,70.0,central_heating,True,True,8,750.0,2019.0,,gas,False,True,9.0,605.0,46.22,first_time_use,sophisticated,negotiable,False,terraced_flat,50829,1.0,25.9,2.0,2.0,1,False,Vogelsang,"- Fussbodenheizung
- Wohnküche mit Laminatboden
- Schlafbereich mit Laminatboden
- Badezimmer komplett gefliest
- TV über SAT-Anlage
- 2 Terrassen
- Badezimmer mit Dusche
- isolierverglaste Kunststofffenster
- große Fenster
- Kellerraum
- u.v.m.",75.0,,2019.0
128915,175.0,,False,True,5,1010.0,,1.0,,False,True,,785.0,72.0,well_kept,normal,negotiable,True,apartment,50858,3.0,,1.0,3.0,3,False,Junkersdorf,,,,
128977,150.0,floor_heating,False,False,7,760.0,2000.0,,gas,False,False,5.0,610.0,58.0,fully_renovated,sophisticated,no,False,,50765,2.0,106.5,,,2,False,Esch/Auweiler,,,D,2019.0
128980,,,False,False,14,750.0,,,,True,True,,650.0,58.0,,,,True,apartment,50733,2.0,,,,2,False,Nippes,,,,
129047,100.0,central_heating,False,True,16,720.0,,,gas,True,True,,595.0,50.0,refurbished,sophisticated,,False,,51103,1.0,154.2,1.0,3.0,1,True,Höhenberg,"Die Wohnung  verfügt über Doppelglasfenster und ist wie folgt aufgeteilt: Von den Diele erreicht man alle Räumlichkeiten der netten Wohnung, wie den Wohn-Schlafraum mit Zugang zum Balkon , große Wohn-Küche, Einbauschränke im Flur , 1 helles Duschbad mit großer Dusche und Waschmaschinenanschluss mit Fenster und WC.
Von der großen Wohnküche betritt man den Balkon, der sich zur Gartenseite des Hauses orientiert.
Die Bodenbeläge in dem Bad sind mit Fliesen wie auch die Küche ausgestattet. Alle anderen Räume haben einen Laminatboden. Telefon-, TV- und Internetanschluß ist vorhanden.
Die Beheizung der Wohnung und die Warmwasseraufbereitung erfolgt über eine  Zentralheizung.",,,
129060,65.0,gas_heating,False,False,6,815.0,,,,False,True,,750.0,47.0,,,,False,raised_ground_floor,50677,2.0,,,,2,False,Altstadt_&_Neustadt_Süd,,,,
129249,240.0,floor_heating,False,False,10,1515.0,2005.0,1.0,gas,False,False,6.0,1275.0,103.0,well_kept,sophisticated,negotiable,False,ground_floor,50859,4.0,,0.0,2.0,4,True,Widdersdorf,"Das Wohnzimmer, der Flur und die Bäder sind mit Granit-Fliesen bestückt. Beim Eltern-Zimmer und den beiden Kinderzimmern werden in den nächsten Tagen, neue schöne, und helle Laminatböden verlegt.

Die Wohnung wird anhand einer Fußbodenheizung beheizt und besitzt für jeden Raum dementsprechend Thermostate.

Die Rolläden der Fenster sind elektrisch.",,,
129345,160.0,district_heating,False,True,8,,,1.0,,True,False,,1274.0,98.0,,,,False,,50858,3.0,,2.0,4.0,3,False,Junkersdorf,"- denkmalgeschütztes Gebäude
- große Fensterfronten
- 3 m hohe Decken, mit Stuckornamenten
- Echtholzparkett 
- Schallschutzfenster im Schlafzimmer
- Internet, Telefon- und Kabel TV-Anschlüsse in allen Zimmern
- großes Wohn-/Esszimmer mit Balkon
- Bad mit Badewanne und Dusche sowie separates Gäste-WC
- Hauswirtschaftsraum, mit Anschlüssen für Waschmaschine und Trockner",,,
129396,106.0,central_heating,False,True,9,493.71,1980.0,1.0,gas,False,True,3.0,348.39,63.0,well_kept,,negotiable,False,apartment,51103,2.0,131.6,3.0,,2,False,Kalk,,36.0,E,
129489,60.0,self_contained_central_heating,False,False,29,810.0,,,,True,True,,750.0,54.0,first_time_use_after_refurbishment,sophisticated,negotiable,False,half_basement,51067,2.0,,0.0,2.0,2,False,Holweide,"-Hochwertige Einbauküche mit Dampfgarer und Spülmaschine
-Komplette Küchenausstattung (Töpfe, Geschirr, Besteck etc.)
-LED Fernseher im Wohn/Esszimmer und Schlafzimmer
-Komplett eingerichtetes Schlafzimmer 1,80 m Bett und Schwebetürenschrank
-Flur komplett mit Schränken ausgestattet
-Badezimmer mit beleuchteter ebenerdiger Dusche 
-Waschmaschine im Waschkeller",,,2019.0
129732,235.0,central_heating,False,True,9,,1996.0,,gas,False,True,5.0,720.0,70.0,,,,False,maisonette,50933,2.5,108.0,,3.0,2,True,Müngersdorf,"Die Wohnung verfügt über 70,0 qm Wohnfläche, die sich auf 2 Etagen verteilen.
Im Erdgeschoss ist das großzügige Wohnzimmer, das Duschbad und eine kleine separate Küche situiert. Über eine schlichte Wendeltreppe gelangt man ins Souterrain (bodengleich mit dem dahinterliegenden Gemeinschaftsgarten), wo sich das Schlafzimmer und ein Arbeitszimmer (Durchgangszimmer!) befinden. Ein Ankleide-/ Abstellraum ist ebenfalls vorhanden.

Des Weiteren ist die Wohnung mit verschließbaren und doppeltisolierverglaste Fenstern und Rollläden ausgestattet.

Die Wohnung wird in unreoviertem Zustand übergeben. Bei Interesse kann die Einbauküche gegen einen kleinen Abschlag vom Vormieter übernommen werden.",,D,
129845,220.0,district_heating,False,True,9,1300.0,1967.0,,district_heating,True,True,2.0,1080.0,55.0,refurbished,luxury,negotiable,False,apartment,50678,2.0,65.2,2.0,2.0,2,True,Altstadt_&_Neustadt_Süd,"Hochmoderne, offene Einbauküche, Echtholz Fußböden, Badewanne mit Duschfunktion, Französische Glasfliesen, Balkon.",,,2019.0
129866,110.0,self_contained_central_heating,False,True,13,642.0,1964.0,,gas,False,True,2.0,532.0,58.0,well_kept,normal,negotiable,False,apartment,51069,2.0,79.2,2.0,2.0,2,True,Dünnwald,"Wohnzimmer und Schlafzimmer Laminat, übrige Böden Fliesen weiß.

Beheizt wird die Wohnung durch eine Gastherme. Sie bestimmen, wann und wie viel Sie heizen möchten. Den Gasverbrauch bezahlen Sie selbst an einen Anbieter Ihrer Wahl.
",,,2008.0
129890,352.0,,True,False,3,1710.8,2020.0,,district_heating,False,True,9.0,1358.8,123.53,,,,True,roof_storey,51105,5.0,57.3,,,5,False,Humboldt/Gremberg,"Die Bäder sind mit dunklen Bodenfliesen und weißen Wandfliesen ausgestattet.

Der Anschluss für die Waschmaschine befindet sich im Badezimmer.

Alle Wohnungen haben einen modernen offenen Wohn-Küchenbereich.",105.0,,
129931,87.0,central_heating,False,True,11,398.8,1977.0,,gas,False,True,3.0,285.8,41.0,modernized,normal,no,True,apartment,50767,1.0,92.1,0.0,4.0,1,True,Lindweiler,"Die angebotene 1-Zimmer-Wohnung liegt im Erdgeschoss und verfügt über einen Wohnraum mit Schlafnische, eine Küche, ein innenliegendes Duschbad, eine Diele mit Abstellkammer sowie eine Loggia/Balkon. Zur Wohnung gehört ein Mieterkeller. Die Wohnräume sind mit einem Design-PVC-Bodenbelag in Holzoptik ausgelegt. Bad und Küche sind gefliest.",26.0,NO_INFORMATION,
130021,100.0,self_contained_central_heating,False,True,7,775.0,1959.0,,gas,False,True,2.0,675.0,54.0,refurbished,normal,no,False,apartment,50733,2.0,121.47,1.0,3.0,2,False,Nippes,"Die sanierte, renovierte, bezugsfertige Wohnung liegt in einer ruhigen Einbahnstraße. 

Sie ist mit Vinylboden ausgestattet.
  
Das Wannenbad ist hell gefliest. 

Zur Wohnung gehört eine in Süd-/Westrichtung ausgerichteter Balkon.",,NO_INFORMATION,
130183,400.0,central_heating,False,False,14,2390.0,,,gas,False,False,,1990.0,168.0,fully_renovated,,,False,apartment,50968,4.0,,1.0,,4,False,Marienburg,"Aufwändige hochwertige Eichenparkettböden, hohe Decken (3,70m) mit sehr aufwendigen Stuckelementen, Fliesen in Küche und Bad. 

Historische Fenster mit elektrischen Rollläden.

Großer Einbauschrank in der Diele.",,,
130292,300.0,floor_heating,False,True,22,2250.0,2017.0,1.0,,True,False,9.0,1860.0,146.0,well_kept,,negotiable,False,maisonette,50997,3.0,,0.0,2.0,3,True,Meschenich,"- topmoderne, großzügige Maisonettewohnung 
- Haus-im-Haus
- gelegen auf einem Gutshof aus dem Jahre 1863
- 2016/2017 Kernsanierung
- Eichenparkett
- Fußbodenheizung
- Holzrahmenfenster bodentief teilweise mit Isolierverglasung
- voll ausgestattete sowie hochwertig-moderne Einbauküche (im Mietpreis enthalten)
- Kalu-Deckenleuchten in sämtlichen Räumen nach Beleuchtungskonzept (im Mietpreis enthalten)
- atmosphärische Wandstrahler im Wohn- und Essbereich (im Mietpreis enthalten)
- große Wohnküche offen zum Wohnzimmer hin
- großzügiges Wohnzimmer sich anschließend an die offene Wohnküche
- große Terrasse am Wohnzimmer gelegen
- zwei Schlafzimmer
- zwei Badezimmer
- Bad en-suite mit Badewanne und Dusche
- Duschbad 
- Abstellraum im Erdgeschoss
- Gäste-Toilette im Erdgeschoss mit Waschmaschinen-Anschluss
- großzügiger Grundriss
- Video-Gegensprechanlage
- Raumthermostate
- Tiefgaragenstellplatz für 90,- Euro/ Monat
- Müllhäuschen
- Fahrradabstellbereich
- gemeinschaftlich nutzbarer Innenhof",140.0,,2017.0
130351,220.0,central_heating,False,True,12,995.0,1973.0,1.0,,True,True,3.0,775.0,69.0,mint_condition,sophisticated,,True,apartment,51143,2.0,113.0,3.0,18.0,2,False,Porz,Einbauküche und Möbel im Flur und Badezimmer sind vorhanden.,,D,2019.0
130463,120.0,central_heating,False,True,9,870.0,2014.0,1.0,gas,True,False,8.0,750.0,58.0,first_time_use_after_refurbishment,sophisticated,negotiable,False,,50937,2.0,175.2,1.0,2.0,2,False,Sülz,"Großer Balkon/Terrasse

Telefon, Fernsehanschluss über digitale Satanlage 

neue Einbauküche mit großem Kühlschrank

Neues modernes Bad mit Dusche, WC und Waschtisch

Vinylböden in Echtholzdesign.",60.0,,2018.0
130550,290.0,central_heating,False,False,10,,1982.0,1.0,gas,False,False,4.0,1500.0,88.0,,,,False,apartment,50858,3.5,92.6,6.0,,3,False,Junkersdorf,"-  die Beheizung der Wohnung erfolgt über eine Gas-Zentralheizung aus dem Jahr 2002
- 2019 wurde das Badezimmer komplett erneuert und modernisiert
- 2 Zimmer haben einen eigenen Balkonzugang
- der Boden in der gesamten Wohnung wurde 2018 erneuert
- eine Grundausstattung (Schlafmöglichkeiten, Kleiderschränke, Schreibtische und eine EBK) ist bereits vorhanden
- die Wohnung befindet sich auf der 6. Etage
- im Wohnhaus gibt es 2 Aufzüge
",,C,
130569,254.0,heat_pump,False,True,1,1826.5,2014.0,1.0,natural_gas_heavy,True,True,8.0,1572.5,73.06,mint_condition,sophisticated,negotiable,False,apartment,50996,2.0,20.0,2.0,2.0,2,False,Rodenkirchen,"-Eichenparkett in Wohn-, Schlafraum und Diele.
-Bad und Küche mit Bodenfliesen.
-Badezimmer mit Dusche, Duschabtrennung aus 
 Glas, großformatige keramische Wandfliesen und 
 Handtuchheizkörper, wandhängendem WC und 
 Urinal mit Deckel.
-Anschluss für Waschmaschine und Kondenstrockner 
 im Badezimmer.
-Weiße Innentüren in Stahlzargen.
-Wohnungseingangstür, weiße Blockrahmentür mit 
 5-fach Verriegelung und Spion.
-Hochwertige Kunststofffenster.
-Alle Fenster mit elektrischen Kunststoffrollläden.
-Gegensprechanlage.
-Rauchwarnmelder in Wohnung und Treppenhaus.
-Breitbandkabelanschluss.
-Zentralheizung mit Warmwasserversorgung.
-Terrassen und Loggien haben einen Bodenbelag aus 
 hochwertigem Holz.

Zum Inventar (Erstausstattung) der möblierten Wohnung gehören:

Einbauküche
Couch
Couchtisch
Tisch
Stühle 
Wohnzimmerlampen
Spritzschutz
Mikrowelle
Waschtrockner-Kombination
Spiegellampe
Kleiderschrank
zwei Einbauschränke
Bett
Bettdecken/Kissen/ Bettwäsche
Nachtische
Schlafzimmerlampe
Deko
Geschirr
Besteck",,NO_INFORMATION,
130657,110.0,,False,True,5,595.0,1969.0,1.0,district_heating,True,False,2.0,485.0,23.0,,normal,negotiable,False,apartment,50667,1.0,202.0,2.0,2.0,1,False,Altstadt_&_Neustadt_Nord,"Der Boden der Wohnung wurden gefliest.

Der abgesetzte Küchenraum verfügt über ein eigenes Fenster.

Die Wohnung verfügt über einen kleinen/französischen Balkon bzw. Austritt.",,,2018.0
130719,150.0,central_heating,False,True,4,779.0,1966.0,,oil,False,True,2.0,593.0,77.0,well_kept,normal,negotiable,False,,51147,3.0,146.8,1.0,2.0,3,False,Lind,,36.0,,2018.0
130763,300.0,district_heating,False,True,8,1486.04,2018.0,1.0,district_heating,True,True,9.0,1186.04,79.6,first_time_use,sophisticated,no,True,ground_floor,50858,2.0,,,,2,True,Junkersdorf,"Terrasse, Garten, hochwertige Einbauküche, Echtholzparkett, Glas- 
Duschabtrennung, Fußbodenheizung, elektr.Rolladen, bodentiefe Fenster, Video Gegensprechanlage",,,
130777,226.0,,False,True,9,521.67,1977.0,1.0,oil,False,True,3.0,295.67,62.0,well_kept,normal,negotiable,False,ground_floor,51061,2.0,158.54,0.0,2.0,2,True,Höhenhaus,"Das geräumige Wohnzimmer lässt durch die großen Fenster viel Licht in die Wohnung und bietet Ihnen Zugang zu einem gemütlichen Balkon.

Die Wohnung ist mit Laminatboden ausgestattet.

Das Badezimmer ist funktionell mit einer Badewanne, einem Waschbecken und WC ausgestattet.

Ein separater Schrank im Flur steht Ihnen als Abstellmöglichkeit zur Verfügung.

Ein Kellerraum steht Ihnen ebenfalls als Abstellmöglichkeit zur Verfügung.

Es gibt einen separaten Trockenraum und die Möglichkeit zur Abstellung Ihrer Fahrräder.",,E,
130841,,,False,False,21,,1973.0,1.0,district_heating,False,False,3.0,1090.0,42.0,well_kept,,no,True,apartment,50939,1.0,148.0,10.0,43.0,1,False,Sülz,"moderne und hochwertige Möblierung, Laminat- und Vinylboden, voll ausgestattete offene Singleküche mit Induktionskochfeld, Geschirrspüler, Badezimmer mit Wanne, Flatscreen, WLAN-Internetanschluss, Waschmaschine und Trockner zur gemeinschaftlichen Nutzung",,,
130860,,,False,False,1,,,,,False,False,,1500.0,105.0,,,,False,apartment,50667,4.0,,,,4,False,Altstadt_&_Neustadt_Nord,,,,
130956,200.0,,False,False,27,1150.0,,,,False,True,,950.0,71.0,,,negotiable,False,apartment,50667,3.0,,2.0,4.0,3,False,Altstadt_&_Neustadt_Nord,,,,
131011,290.0,central_heating,False,True,18,,,,gas,False,True,,1375.0,106.0,modernized,,,True,apartment,50678,3.0,96.0,3.0,,3,True,Bayenthal,Große helle Räume und 2 Balkone. 2 Bäder. Aufzug. Gemeinschaftsgarten. Eigener Kellerraum. Waschküche. PKW-Stellplatz im Innenhof des Hauses.,,C,2007.0
131153,250.0,central_heating,False,True,25,1900.0,1905.0,1.0,oil,False,True,1.0,1650.0,114.27,negotiable,sophisticated,negotiable,False,apartment,50968,3.5,104.5,1.0,3.0,3,False,Marienburg,"Die Wohnung ist derzeit (noch) in den 3 Wohn- bzw. Schlafräumen und im Flur mit einem Teppichboden in Objekt-Qualität ausgestattet. Die Wohnküche verfügt über einen modernen Linolium-Belag; das Badezimmer ist gefliest.

Die (noch) tapezierten Wände und Decken sind weiß gestrichen. Die weiß lackierten Innentüren verfügen über glasgefüllte Lichtausschnitte.

Die Wohnküche verfügt über ein Spint und eine Abstellkammer, in der Kühl- Wein- und Gefrierschränke aufgestellt werden können. Die Wohnung verfügt über Kabelfernsehen (NetCologne). Abweichende Ausstattungsmerkmale wie Bodenbeläge und Wandbehang bzw. deren Farbgestaltung können mietvertraglich vereinbart werden.",,D,
131527,460.0,central_heating,False,True,15,3160.0,,2.0,gas,False,True,,2700.0,235.0,,sophisticated,,True,,50674,5.0,115.2,4.0,6.0,5,False,Altstadt_&_Neustadt_Nord,"Die Wohnung verfügt über 3 Etagen (5. OG, 6. OG und Maisonette), die mit einem innenliegenden Aufzug, sowie einer Wendeltreppe (6.OG und Maisonette) miteinander verbunden sind.

Auf der ersten Etage (gesamt ca. 78,9 m²) befinden sich zwei Schlafräume, eine behindertengerechte Toilette, ein begehbarer Kleiderschrank und ein überdurchschnittlich großes Badezimmer mit eigener Sauna. Der Wohnraum ist mit einem hochwertigen Echtholzparkett ausgelegt, die Wände sind tapeziert und weiß gestrichen.

Auf der zweiten Etage (gesamt ca. 82,51 m²) befinden sich ein offenes Wohn-/ und Esszimmer, eine Küche und ein Gäste-WC. Durch die großen Panoramafenster, welche sich über zwei Etagen erstrecken, hat man einen traumhaften Ausblick auf das Belgische Viertel. Der Wohnbereich auf dieser Etage ist mit einem hochwertigen Steinboden ausgelegt.

Im Dachgeschoss (gesamt ca. 53,32 m²) befinden sich ein Arbeitszimmer, eine Bibliothek, ein kleines Badezimmer, sowie eine großzügig geschnittene Dachterrasse, welche eine zusätzlichen Grundfläche von Ca. 80m² aufweist (auf die Wohnfläche werden hier lediglich 20m² angerechnet). Die Etage ist ebenfalls mit einem hochwertigen Echtholzparkett ausgelegt, die Wände sind tapeziert und weiß gestrichen.

Alle Etagen lassen sich bequem über einen privaten, innerhalb der Wohnung liegenden Aufzug erreichen. 

Die Wohnung ist behinderten-/ und rollstuhlfahrergerecht.",,NO_INFORMATION,2017.0
131785,300.0,gas_heating,False,True,12,1630.0,,,gas,True,False,,1330.0,120.0,well_kept,normal,negotiable,False,terraced_flat,50739,3.0,,,,3,True,Longerich,"Parkett, Fußbodenheizung, bodentiefe Fenster (werden vor Einzug alle komplett erneuert) zum Garten
EG: Küche, Wohnzimmer, Esszimmer offene bauweise. Wendeltreppe führt zum 2.OG der Wohnung mit zwei kleineren Schlafzimmern und einem Gäste WC mit Dusche. 
EG: Badewanne wird noch erneuert
",,,
131821,80.0,central_heating,False,True,15,540.0,1972.0,,oil,False,False,3.0,460.0,25.0,fully_renovated,sophisticated,,False,,51103,1.0,99.3,2.0,,1,False,Kalk,"Das helle und gemütliche Appartement hat 1 Zimmer mit Kochnische, Diele und Bad sowie Balkon. Im Wohn-Schlafraum befindet sich ein neuer Laminat-Bodenbelag.
Die Fliesenspiegel in der Kochecke und im Bad sind aus modernen Wandfliesen. Das Badzimmer verfügt über ein WC mit Dusche. Die weißen Kunststofffenster sind isolierverglast.
Das Appartement wird erwärmt durch eine Öl-Zentralheizung mit gleichzeitiger Warmwasserversorgung.",,,2018.0
131835,150.0,self_contained_central_heating,False,False,9,750.0,,,,True,True,,600.0,33.0,,,no,False,apartment,50823,1.5,,1.0,3.0,1,False,Ehrenfeld,,,,
131851,60.0,floor_heating,False,True,24,1200.0,1955.0,,gas,True,True,2.0,1100.0,60.0,first_time_use_after_refurbishment,sophisticated,negotiable,False,raised_ground_floor,50678,2.0,,1.0,4.0,2,True,Altstadt_&_Neustadt_Süd,"- Küchenzeile mit Spülmaschine
- Backofen, Herd
- Dunstabzugshaube
- Kühl- Gefrierkombination
- Hängeschränke

Möbelübernahme der Vormieterin möglich

Sonstiges:
- separater Keller
- neu angelegter Waschkeller
- überdachte Fahrrad-Abstellmöglichkeit im Garten 
(Fertigstellung Sommer 2020)",40.0,,2020.0
132080,150.0,,False,True,12,1110.0,,,district_heating,True,False,,960.0,48.0,fully_renovated,,,False,other,50677,1.0,,0.0,2.0,1,False,Altstadt_&_Neustadt_Süd,"Das wunderschöne Altbaugebäude wurde aufwändig und hochwertig im New York Stil Saniert, die Wohnung befindet sich im EG / Souterrain.",,,2018.0
132463,200.0,,False,True,10,650.0,,,,False,True,,450.0,34.0,,,,True,apartment,50674,1.0,,4.0,5.0,1,False,Altstadt_&_Neustadt_Süd,,,,
